amfi_code,ann_return,downside_deviation,sortino_ratio
100016,0.036324687080969253,0.0835128521518683,-0.3433640712795275
100025,0.043781224757101,0.023514487863530102,-0.9023702904373415
100033,0.31253943549713137,0.11322875898057062,2.1861887185357887
101206,0.23931060444318453,0.08315720784547669,2.0961574944542356
101207,0.11286684498581656,0.15168286200797326,0.31557187379085994
101208,0.06275257769506415,0.0024570154519476042,-0.91469604033397
102885,0.18510427388856976,0.07305491141338037,1.644027370164904
102886,0.028058210749381862,0.1075008422459035,-0.3436418587876307
102887,0.17653467644260967,0.08966740219556739,1.2438709465380637
118632,0.24351578734954238,0.08271674998912054,2.1581576569802605
118633,0.16796535611096863,0.0782269062003422,1.3162396560496754
118634,0.1949789778947717,0.15172834366505497,0.8566558808662956
118635,0.16331539411396712,0.07585343266171603,1.2961232031834975
118636,0.05209275230246191,0.02316711154903751,-0.5571366836222762
119092,0.07174178856308622,0.08168850530540543,0.08253044339446498
119093,0.08666206468402038,0.08197854923650978,0.264240644482801
119094,0.29510935156102813,0.11370357218085252,2.0237653676792586
119095,0.04702397872905184,0.14856565206962127,-0.1209971552679228
119120,0.057603383377117234,0.023856618826714023,-0.31004463275408617
119551,0.2597676685285746,0.07757590272699,2.5106722794320966
119552,0.21872286899571125,0.0825463250960379,1.8622618125866115
119598,0.35320298502744674,0.14185734802451813,2.031639453584278
119599,0.05203539522009115,0.15116589359593166,-0.08576408653769085
120503,0.1921194279616114,0.08280923066063352,1.535087658072428
120504,0.23659074563644888,0.0816751800813689,2.1008921616763088
120505,0.33974985967411375,0.11217995669684915,2.4491884982322407
120506,0.17794849083354647,0.09017978330852094,1.2524812844928863
120507,0.069765446606042,0.0023271408138066385,2.0477689092852462
120841,0.14055333035228657,0.07715031298268794,0.9793003739238266
120842,0.0817582221915567,0.10906710855119689,0.15365055894637816
120843,0.3131842332046193,0.08780631873642598,2.8264962792667605
120844,0.0666641700592201,0.002426739855581489,0.6857636822474033
125497,0.19570531955818304,0.08552176122236871,1.5283282019687443
125498,0.12765578290291413,0.10842807119958986,0.5778557361550772
148567,0.3105161344956593,0.08616799887021052,2.8492727893735226
148568,0.23100694175845482,0.08753269187849354,1.8965136133239622
148569,0.3272412420725268,0.10166295570138449,2.5795162088618624
149322,0.14062109121201694,0.08739635454822768,0.86526596678912
149323,0.30443233679271087,0.10714523733176573,2.2346521670518107
149324,0.350873865939471,0.14565515733818332,1.9626758925928502
