company_id,year,net_profit_margin_pct,operating_profit_margin_pct,ebit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,interest_coverage_status,net_debt_cr,net_debt_to_ebitda,asset_turnover,fixed_asset_turnover,free_cash_flow_cr,cfo_to_pat,capex_intensity_pct,fcf_conversion_pct,book_value_per_share,earnings_per_share,dividend_payout_ratio_pct,revenue_cagr_3y,revenue_cagr_3y_flag,revenue_cagr_5y,revenue_cagr_5y_flag,revenue_cagr_10y,revenue_cagr_10y_flag,pat_cagr_3y,pat_cagr_3y_flag,pat_cagr_5y,pat_cagr_5y_flag,pat_cagr_10y,pat_cagr_10y_flag,eps_cagr_3y,eps_cagr_3y_flag,eps_cagr_5y,eps_cagr_5y_flag,eps_cagr_10y,eps_cagr_10y_flag,price_to_earnings,price_to_book,ev_to_ebitda,fcf_yield_pct,capital_allocation_label,profitability_score,cash_quality_score,growth_score,leverage_score,health_score,health_band,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,valuation_flag,broad_sector,sub_sector,composite_ranking_score
IRCTC,2024-03,26.01873536299766,34.33255269320843,35.48009367681499,34.39628482972136,46.048632218844986,18.240026268264653,0.018575851393188854,79.73684210526316,Levered,60.0,0.03816793893129771,0.7010343129207027,12.448979591836734,667.0,0.7938793879387939,5.035128805620609,60.03600360036003,40.375,14.0,47.0,76.46921430165466,OK,17.955244103890912,OK,,INSUFFICIENT,81.11627776293705,OK,29.16686408659448,OK,,INSUFFICIENT,91.29311827723889,OK,28.473515712343932,OK,,INSUFFICIENT,1132.7815391539154,389.6347647058824,937.6232061068702,0.05299874823631171,SELF_FUNDED_REINVESTMENT,68.88,77.51,100.0,75.19,78.64,Good,60.44,5.74,32.47,1.08,Caution,Consumer Discretionary,Travel & Tourism,79.43
ADANIPOWER,2024-03,41.36759945184802,36.20186292228556,48.02287938670533,48.27674122146251,31.095279124496855,22.638002804073516,0.8023177656738903,7.136953955135773,Levered,34242.0,1.2180996762833054,0.5472399439185297,0.7990192966865558,14170.0,0.6803015027125642,0.0,68.03015027125642,111.86155042779363,54.0,0.0,24.294797156226156,OK,16.086096410440966,OK,12.629527157691523,OK,154.07088459944453,OK,,TURNAROUND,,TURNAROUND,162.07413942088965,OK,,TURNAROUND,,TURNAROUND,65.87851313073119,31.8039993046703,48.30669986837892,1.0326606815830142,ASSET_MONETISATION_AND_DELEVERAGING,73.29,77.52,88.77,52.91,74.6,Good,44.57,9.91,24.76,1.65,Fair,Energy,Power & Utilities,71.04
BAJAJHLDNG,2024-03,432.7262044653349,91.7743830787309,440.36427732079903,13.576787656460265,13.80040508193703,11.302773131167417,0.0011613545449517945,3747.5,Levered,-64652.0,-8.587063355027228,0.026119918356071883,6.975409836065574,1469.0,0.26354378818737273,27.73207990599295,19.945689069925322,4887.117117117117,653.0,20.0,55.00574158769729,OK,31.612293448969165,OK,14.937545587928923,OK,26.318822706492305,OK,19.297559063731295,OK,13.992331678744474,OK,25.799750331593962,OK,18.96864732798973,OK,13.81670668377948,OK,297.5652586558045,40.39980330709532,362.12498472572713,0.06702962960133939,SELF_FUNDED_REINVESTMENT,58.35,69.07,57.06,100.0,67.55,Good,37.73,9.38,27.47,3.37,Fair,Financials,Holding Companies,69.93
COALINDIA,2024-03,26.25628846856468,66.29380849329698,40.196312638767886,45.16982956605826,64.09756534794349,15.802850255846407,0.0788468512027076,6.813839923773226,Levered,-587.0,-0.009179907418991618,0.6018691588785047,1.880900777078818,13617.0,0.48443897348069254,3.151963126387679,36.439294602477986,134.23657309751746,61.0,42.0,16.493956528516662,OK,7.402890725901301,OK,7.261143616999366,OK,43.28908935217686,OK,16.43231987118112,OK,9.476008121750844,OK,42.6823258428825,OK,16.851518569430034,OK,9.777126683205474,OK,12.149772271133829,5.488031427535356,8.988886994870512,2.9991751112119767,SELF_FUNDED_REINVESTMENT,89.23,72.56,52.88,60.15,72.6,Good,34.27,14.75,25.15,4.38,Discount,Materials,Mining & Metals,69.71
ITC,2024-03,29.282025230717128,37.0177518132814,38.41052126548698,27.851074395694365,36.38550995856169,22.61590775334045,0.004066731984914169,340.25,Levered,-30811.0,-1.0611310097809616,0.7723477995509732,2.5473040977713874,17179.0,0.8278637174112091,0.0,82.78637174112092,59.701121794871796,16.0,84.0,12.890307004910628,OK,7.950896846254429,OK,7.215836991741997,OK,15.743119736566346,OK,10.083407558317958,OK,8.711334464026654,OK,13.30326698854094,OK,9.856054330611785,OK,8.618098156466525,OK,16.011063563201773,4.459253224529239,12.712905703264912,5.170572923799317,ASSET_MONETISATION_AND_DELEVERAGING,63.72,80.27,17.43,95.83,64.24,Average,47.85,3.24,17.19,4.26,Fair,Consumer Staples,Diversified FMCG,66.41
NESTLEIND,2024-03,16.12281708616873,23.829630236943512,22.275969500696892,117.75449101796407,147.46268656716416,37.37527321106148,0.10329341317365269,37.47586206896552,Levered,-119.0,-0.019926322839919623,2.318160220469448,7.050289017341041,2938.0,1.0615306381896772,5.070919078461917,74.70124586829392,34.791666666666664,41.0,79.0,18.282008662499027,OK,14.548573711802671,OK,9.487020936359048,OK,22.913427743605965,OK,14.852319512993839,OK,12.745848564103014,OK,23.06098642720351,OK,15.43852585822143,OK,13.073350509641957,OK,426.58916603101954,502.3279011976048,280.85731413261885,0.17511285287273798,SELF_FUNDED_REINVESTMENT,66.39,81.17,34.12,66.3,64.36,Average,54.96,14.34,15.49,3.85,Fair,Consumer Staples,Food Products,65.04
TCS,2024-03,19.136712150207767,26.690688396923118,26.05928773355805,50.944313673485176,63.72449497512943,31.689259788825343,0.0886406082507266,80.68766066838046,Levered,-23741.0,-0.3503689492325856,1.6559406621205455,12.287951438481942,44338.0,0.9617996051975097,0.0,96.17996051975098,249.9696132596685,127.0,58.0,13.632864555506409,OK,10.463614801716602,OK,11.404391189817975,OK,12.286310199806593,OK,7.871172131953608,OK,9.07908137484088,OK,13.007434657986106,OK,8.618771612987096,OK,9.991915190476197,OK,10.00429835788195,5.0966211362707075,8.002215613931524,9.613863669307202,ASSET_MONETISATION_AND_DELEVERAGING,70.41,82.76,16.59,76.15,64.21,Average,78.69,6.08,29.94,1.62,Fair,Information Technology,IT Services,64.96
ABB,2024-03,20.533424517011454,24.84185330825782,27.86801162591896,32.46823465801568,43.09888947646748,23.127286732139417,0.022438496891051634,135.83333333333334,Levered,83.0,0.04879482657260435,1.1263238975544,25.995555555555555,1095.0,5.027477102414655,84.51017267909045,91.17402164862615,1761.4285714285713,565.0,73.0,10.713721789385655,OK,9.716101277290168,OK,9.898290364739681,OK,20.232437941096727,OK,21.69314043381163,OK,19.75338045077737,OK,20.24167817921956,OK,21.65851677781967,OK,19.772344260550724,OK,1279.1309242298084,415.311230062179,951.9983303938859,0.07127809977975783,SELF_FUNDED_REINVESTMENT,57.31,97.14,20.54,86.58,66.29,Good,75.58,4.48,12.63,0.96,Caution,Industrials,Capital Goods,64.57
EICHERMOT,2024-03,24.195694242864054,26.179245283018872,31.767053701015964,22.172346910501524,28.449956672443673,17.309106640709494,0.023219728456636186,103.0,Levered,-13108.0,-2.24030080328149,0.7153796236210254,5.674673987645848,890.0,0.9307673081729567,17.138364779874212,22.24443889027743,668.3333333333334,146.0,35.0,23.776441520116,OK,11.036936496739692,OK,9.276892163329876,OK,43.747506025200565,OK,12.675841665377696,OK,22.51828946734826,OK,43.89717190746498,OK,12.505451629050324,OK,25.55272979365966,OK,55.58406148462884,12.32429093931837,40.054501794565034,0.4001945575069012,SELF_FUNDED_REINVESTMENT,47.06,74.42,64.04,86.51,64.58,Average,15.62,13.61,19.29,4.41,Discount,Consumer Discretionary,Two Wheelers,63.61
ADANIPORTS,2024-03,30.339560480700833,58.36172363445772,46.31799633109955,15.3548827162833,12.099992175886081,6.926554927819896,0.9373223691689719,4.526893523600439,Levered,45181.0,2.778659286592866,0.22830109659056916,0.35544525469739713,8250.0,1.8531589338598222,25.337875781513237,101.80157946692991,244.34259259259258,38.0,16.0,28.631936311849437,OK,19.57867595245697,OK,18.65179197239284,OK,17.084126579285687,OK,14.909565182041629,OK,16.624572854327614,OK,14.977941578896626,OK,14.869835499703509,OK,16.860936130231472,OK,83.36599333662389,12.80075050210315,37.587068880688804,1.2211403642233938,SELF_FUNDED_REINVESTMENT,49.91,90.19,41.18,47.16,59.84,Average,48.9,2.31,31.76,1.16,Fair,Industrials,Infrastructure,62.89
