company_id,year,net_profit_margin_pct_computed,operating_profit_margin_pct,ebit_margin_pct,return_on_equity_pct_computed,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,interest_coverage_status,net_debt_cr,net_debt_to_ebitda,asset_turnover,fixed_asset_turnover,free_cash_flow_cr,cfo_to_pat,capex_intensity_pct,fcf_conversion_pct,book_value_per_share,earnings_per_share,dividend_payout_ratio_pct,revenue_cagr_3y,revenue_cagr_3y_flag,revenue_cagr_5y,revenue_cagr_5y_flag,revenue_cagr_10y,revenue_cagr_10y_flag,pat_cagr_3y,pat_cagr_3y_flag,pat_cagr_5y,pat_cagr_5y_flag,pat_cagr_10y,pat_cagr_10y_flag,eps_cagr_3y,eps_cagr_3y_flag,eps_cagr_5y,eps_cagr_5y_flag,eps_cagr_10y,eps_cagr_10y_flag,price_to_earnings,price_to_book,ev_to_ebitda,fcf_yield_pct,capital_allocation_label,net_profit_margin_pct_reference,return_on_equity_pct_reference,npm_abs_divergence,roe_abs_divergence
ABB,2012-12,8.771929824561402,12.220205686630369,13.006654567453117,22.411128284389488,33.23029366306028,15.986769570011026,0.0,,Debt Free,0.0,0.0,1.822491730981257,15.1651376146789,42.0,0.696551724137931,3.569267997580157,28.965517241379313,308.0952380952381,68.0,25.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,,,,SELF_FUNDED_REINVESTMENT,8.77,22.41,0.001929824561402782,0.0011282843894875327
ABB,2014-03,8.699472759226714,11.731107205623902,12.96133567662566,25.12690355329949,37.43654822335025,17.383669885864794,0.0,,Debt Free,0.0,0.0,1.9982440737489024,23.224489795918366,0.0,0.0,0.0,0.0,375.23809523809524,93.0,25.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,,,,CASH_ACCUMULATION,8.7,25.13,0.0005272407732856976,0.003096446700510569
ABB,2015-03,10.004368719965049,13.630406290956751,15.028396679772825,24.439701173959445,36.71291355389541,16.666666666666664,0.0,,Debt Free,0.0,0.0,1.665938864628821,23.84375,-1899.0,-0.15283842794759825,81.43294014853649,-829.2576419213974,446.19047619047615,108.0,29.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,,,,EXTERNALLY_FUNDED_INVESTMENT,10.0,24.44,0.0043687199650488395,0.00029882604055586626
ABB,2016-03,9.755164498852334,13.963274674827849,15.340474368783475,21.338912133891213,33.55648535564853,15.77970297029703,0.0,133.66666666666666,Levered,0.0,0.0,1.6175742574257426,24.203703703703702,728.0,6.0549019607843135,31.216526396327467,285.4901960784314,569.047619047619,120.0,29.0,16.504913891506945,OK,,INSUFFICIENT,,INSUFFICIENT,20.704666207019184,OK,,INSUFFICIENT,,INSUFFICIENT,20.843727005349997,OK,,INSUFFICIENT,,INSUFFICIENT,,,,,SELF_FUNDED_REINVESTMENT,9.76,21.34,0.004835501147665511,0.0010878661087865282
ABB,2017-03,9.541853255253187,13.709955218739237,15.087840165346195,19.971160778658977,31.57894736842105,13.407550822846078,0.0,219.0,Levered,0.0,0.0,1.40513068731849,26.39090909090909,459.0,7.902527075812275,59.59352394075095,165.70397111913357,660.4761904761905,130.0,31.0,8.448843745667588,OK,,INSUFFICIENT,,INSUFFICIENT,11.841983239045506,OK,,INSUFFICIENT,,INSUFFICIENT,11.811584313781998,OK,,INSUFFICIENT,,INSUFFICIENT,,,,,SELF_FUNDED_REINVESTMENT,9.54,19.97,0.0018532552531880242,0.0011607786589777902
ABB,2018-03,12.15888417222559,15.918738629472406,18.950879320800485,23.685764914353218,36.91671588895452,16.5976821192053,0.0,156.25,Levered,0.0,0.0,1.365066225165563,40.71604938271605,-994.0,5.4812967581047385,96.78593086719223,-247.88029925187033,806.1904761904761,189.0,29.0,12.945331962917738,OK,14.81418822373013,OK,,INSUFFICIENT,20.532166663372898,OK,22.561840494031294,OK,,INSUFFICIENT,20.507113208761506,OK,22.68474887752685,OK,,INSUFFICIENT,,,,,EXPANSION_WITH_EXTERNAL_CAPITAL,12.16,23.69,0.0011158277744094391,0.004235085646783432
ABB,2019-03,12.231584669747214,16.444686055993476,19.05409078553955,22.410358565737052,34.910358565737056,15.300918055083304,0.0,350.5,Levered,0.0,0.0,1.2509350561033663,35.03809523809524,-459.0,5.757777777777778,82.90296276162,-102.0,956.1904761904761,212.0,31.0,12.066222956973572,OK,10.080781986304022,OK,,INSUFFICIENT,20.843727005349997,OK,17.844539784792257,OK,,INSUFFICIENT,20.888467374859875,OK,17.91541463444244,OK,,INSUFFICIENT,1876.2510666666667,420.4745916334661,1134.27643454039,-0.05436372658868752,EXPANSION_WITH_EXTERNAL_CAPITAL,12.23,22.41,0.0015846697472134963,0.0003585657370521744
ABB,2020-03,14.488150500855118,18.49499144881505,19.838749083801613,24.39325380501851,31.158864159631623,16.718353538201296,0.07198683669271905,90.22222222222223,Levered,175.0,0.2006880733944954,1.153932901043135,15.15925925925926,-206.0,9.168634064080944,137.86953334962132,-34.73861720067454,1157.6190476190475,279.0,90.0,12.132516711850805,OK,12.3257146520954,OK,,INSUFFICIENT,28.881814392650472,OK,20.960574881373727,OK,,INSUFFICIENT,28.98927952402115,OK,20.902725032898985,OK,,INSUFFICIENT,1557.6295615514334,379.95653229123815,1285.1831651376147,-0.022302232865992932,EXPANSION_WITH_EXTERNAL_CAPITAL,14.49,24.39,0.001849499144881861,0.0032538050185095813
ABB,2021-03,16.03248259860789,21.392111368909514,21.902552204176335,26.5564950038432,34.26497277676951,17.994791666666668,0.058800922367409685,52.44444444444444,Levered,153.0,0.15269461077844312,1.1223958333333333,17.171314741035857,-225.0,5.476121562952243,93.01624129930394,-32.56150506512301,1239.047619047619,325.0,85.0,9.330719525085506,OK,10.518335991975135,OK,,INSUFFICIENT,19.888600782632835,OK,22.0639932086115,OK,,INSUFFICIENT,19.804698975219594,OK,22.05074170726322,OK,,INSUFFICIENT,1477.097091172214,392.26521521906227,1164.1225648702596,-0.022044255086361604,SELF_FUNDED_REINVESTMENT,16.03,26.56,0.002482598607887354,0.0035049961567992227
ABB,2022-03,16.26297577854671,22.023203745165887,22.369224506411562,28.333333333333332,36.97846567967699,18.915719696969695,0.05390070921985816,57.8421052631579,Levered,152.0,0.13047210300429185,1.1631155303030303,18.129151291512915,161.0,5.127659574468085,80.11398330958681,20.150187734668336,1342.857142857143,376.0,73.0,10.12155249022577,OK,11.09638963877595,OK,,INSUFFICIENT,21.090876237347132,OK,23.598557458021684,OK,,INSUFFICIENT,21.046060957074488,OK,23.665597033231876,OK,,INSUFFICIENT,1484.3489612015019,420.56553900709224,994.5385579399141,0.013575101449431288,SELF_FUNDED_REINVESTMENT,16.26,28.33,0.0029757785467090514,0.0033333333333338544
